PAWellID,County,Municipality,QuadName,WellAddress,WellZipCode,DateDrilled,TypeOfActivity,LatitudeDD,LongitudeDD,Driller,OriginalOwner,WellUse,WaterUse,WellDepth(ft),TopOfCasing(ft),BottomOfCasing(ft),CasingDiameter(in),DepthToBedrock(ft),BedrockNotReached,WellYield(gpm),StaticWaterLevel(ft),WaterLevelAfterYieldTest(ft),LengthOfTest(min),YieldMeasurementMethod,SaltwaterZone(ft),FormationName,PaperImageLink,Remark,
257696 ,ALLEGHENY ,PITTSBURGH ,PITTSBURGH EAST ,Grant St. - Bus Terminal , ,10/01/1993 ,NEW WELL ,40.44544 ,-79.99275 , ,Greyhound Bus Co. , ,INDUSTRIAL ,40 ,0 ,39 ,4 , ,True ,0.25 , , , ,VOLUMETRIC WATCH & BUCKET , , , ,MW4 ,
570028 ,ALLEGHENY ,PITTSBURGH , , , ,10/01/1993 ,NEW WELL ,0 ,0 , EICHELBERGERS INC. ,Greyhound Bus Co ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212967") , ,
567547 ,ALLEGHENY ,LEET TWP. , , , ,10/01/1993 ,NEW WELL ,0 ,0 , DILLAN WELL DRILLING INC ,Skrabut ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212613") , ,
257697 ,ALLEGHENY ,PITTSBURGH ,PITTSBURGH EAST ,Grant St. - Bus Terminal , ,10/01/1993 ,NEW WELL ,40.44544 ,-79.99275 , ,Greyhound Bus Co. , ,INDUSTRIAL ,27 ,0 ,24 ,4 , ,True ,0.25 , , , ,VOLUMETRIC WATCH & BUCKET , , , ,MW3 ,
570023 ,ALLEGHENY ,PITTSBURGH , , , ,10/01/1993 ,NEW WELL ,0 ,0 , EICHELBERGERS INC. ,Greyhound Bus Co ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212962") , ,
570029 ,ALLEGHENY ,PITTSBURGH , , , ,10/01/1993 ,NEW WELL ,0 ,0 , EICHELBERGERS INC. ,Greyhound Bus Co ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212968") , ,
569780 ,ALLEGHENY ,PITTSBURGH , , , ,10/01/1990 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,MC Arnoni Co ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212719") , ,
569781 ,ALLEGHENY ,PITTSBURGH , , , ,10/01/1990 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,MC Arnoni Co ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212720") , ,
569806 ,ALLEGHENY ,MCCANDLESS TWP. , , , ,10/01/1990 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,MC Arnoni Co ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212745") , ,
569807 ,ALLEGHENY ,MCCANDLESS TWP. , , , ,10/01/1990 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,MC Arnoni Co ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212746") , ,
570047 ,ALLEGHENY ,PITTSBURGH , , , ,10/01/1990 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,Crolli Motors ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212986") , ,
570070 ,ALLEGHENY ,PITTSBURGH , , , ,10/01/1990 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,Crolli Motors ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM213009") , ,
570055 ,ALLEGHENY ,PITTSBURGH , , , ,10/01/1990 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,Crolli Motors ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM213006") , ,
570049 ,ALLEGHENY ,PITTSBURGH , , , ,10/01/1990 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,Crolli Motors ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212988") , ,
570051 ,ALLEGHENY ,PITTSBURGH , , , ,10/01/1990 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,Crolli Motors ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212992") , ,
570307 ,ALLEGHENY ,SOUTH FAYETTE TWP. , , , ,10/01/1989 ,NEW WELL ,0 ,0 , BERNARD SWOGGER DRILLING ,Muzy ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM213243") , ,
269964 ,ALLEGHENY ,CHURCHILL BORO , ,CHURCHILL RD , ,10/01/1989 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,WESTINGHOUSE ELECTRIC , , ,45 ,0 ,45 ,2 , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM008359") ,GO DOWN CHURCHILL ROAD. TURN LEFT AT WILKENS SCHOOL. ,
269966 ,ALLEGHENY ,CHURCHILL BORO , ,CHURCHILL RD , ,10/01/1989 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,WESTINGHOUSE ELECTRIC ,MONITORING ,UNKNOWN ,18.5 , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM008361") ,GO DOWN CHURCHILL ROAD. TURN LEFT AT WILKENS SCHOOL. ,
567535 ,ALLEGHENY ,KENNEDY TWP. , , , ,10/01/1989 ,NEW WELL ,0 ,0 , BERNARD SWOGGER DRILLING ,Castalusi ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212601") , ,
269965 ,ALLEGHENY ,CHURCHILL BORO , ,CHURCHILL RD , ,10/01/1989 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,WESTINGHOUSE ELECTRIC ,MONITORING , ,72 ,0 ,72 ,2 , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM008360") ,GO DOWN CHURCHILL ROAD. TURN LEFT AT WILKENS SCHOOL. ,
269967 ,ALLEGHENY ,CHURCHILL BORO , ,CHURCHILL RD , ,10/01/1989 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,WESTINGHOUSE ELECTRIC ,MONITORING ,UNKNOWN ,45 ,0 ,30 ,2 , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM008362") ,GO DOWN CHURCHILL ROAD. TURN LEFT AT WILKENS SCHOOL. ,
570020 ,ALLEGHENY ,PITTSBURGH , , , ,10/01/1988 ,NEW WELL ,0 ,0 , MOODY AND ASSOCIATES INC ,RSL ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212959") , ,
570332 ,ALLEGHENY ,PITTSBURGH , , , ,10/01/1988 ,NEW WELL ,0 ,0 ,MARTS BROTHERS DRILLING INC ,Wringic ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM213268") , ,
570021 ,ALLEGHENY ,PITTSBURGH , , , ,10/01/1988 ,NEW WELL ,0 ,0 , MOODY AND ASSOCIATES INC ,RSL ,WITHDRAWAL ,DOMESTIC , , , , , ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM212960") , ,
269961 ,ALLEGHENY ,CHURCHILL BORO , ,CHURCHILL RD , ,10/01/1987 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,WESTINGHOUSE ELECT ,MONITORING ,UNKNOWN ,42 ,0 ,40 ,2 ,6.5 ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM008355") , ,
269962 ,ALLEGHENY ,CHURCHILL BORO , ,CHURCHILL RD , ,10/01/1987 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,WESTINGHOUSE ELECTRIC ,MONITORING ,UNKNOWN ,34 ,0 ,34 ,2 ,8.5 ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM008356") , ,
269961 ,ALLEGHENY ,CHURCHILL BORO , ,CHURCHILL RD , ,10/01/1987 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,WESTINGHOUSE ELECT ,MONITORING , ,42 ,0 ,40 ,2 ,6.5 ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM008355") , ,
269963 ,ALLEGHENY ,CHURCHILL BORO , ,CHURCHILL RD , ,10/01/1987 ,NEW WELL ,0 ,0 , HD SONIC DRILLING INC. ,WESTINGHOUSE ELECTRIC ,MONITORING ,UNKNOWN ,35 ,0 ,35 ,2 ,24 ,False , , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM008357") , ,
51696 ,ALLEGHENY ,BELL ACRES BORO , ,OFF BOWER ROAD SEWICKLEY PA , ,10/01/1986 ,NEW WELL ,0 ,0 , MEINERT WELL DRILLING INC. ,MARTIN  ,WITHDRAWAL ,DOMESTIC ,215 ,0 ,22 ,6 ,32 ,False , ,60 ,215 ,60 ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229286") , ,
51184 ,ALLEGHENY ,KENNEDY TWP. , ,Agris Rd , ,10/01/1986 ,NEW WELL ,0 ,0 , BERNARD SWOGGER DRILLING ,CASTUILLA G ,WITHDRAWAL ,DOMESTIC ,200 ,0 ,24 ,6 ,24 ,False , ,71 ,200 ,60 ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229518") ,CAS.MAT=PLST;8FT=FILL;28=GRAYSS;65=BRNSS;80=GRYCL;104=GRSS ,
51531 ,ALLEGHENY ,OHIO TWP. , ,310 Castone Lane , ,10/01/1986 ,NEW WELL ,0 ,0 , MEINERT WELL DRILLING INC. ,BRAUN  ,WITHDRAWAL ,DOMESTIC ,230 ,0 ,22 ,6 ,15 ,False ,7 ,160 ,230 ,1 ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229842") ,CAS.MAT=ST;5FT=BRNSH;15FT=CL;58=BRNLS;78=RDSH;120=GRYSS ,
51239 ,ALLEGHENY ,FINDLAY TWP. ,CLINTON , , ,10/01/1986 ,NEW WELL ,40.4675 ,-80.33694 , MILLER DRILLING ,MAGA  ,WITHDRAWAL ,DOMESTIC ,180 ,0 ,29 ,6 ,28 ,False ,5 ,80 ,180 ,90 ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229392") , ,
51358 ,ALLEGHENY ,INDIANA TWP. , ,233 KLEIN ROAD GLENSHAW ,15116 ,10/01/1986 ,NEW WELL ,0 ,0 , REEG & KLEIN BROS ,SCHRAM ,WITHDRAWAL ,DOMESTIC ,175 ,0 , ,6 , ,False ,3 ,86 ,175 , ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229473") ,CLEANED OUT AND LINED ,
51293 ,ALLEGHENY ,FRANKLIN PARK BORO ,EMSWORTH ,OFF S5 02121 , ,10/01/1985 ,NEW WELL ,40.58861 ,-80.11472 ,WATT DRILLING ,CHASE  ,UNUSED ,DOMESTIC ,520 ,0 ,22 ,6 ,22 ,False ,50 ,120 ,520 ,60 ,ESTIMATED , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229331") , ,
51125 ,ALLEGHENY ,PLUM BORO ,MURRYSVILLE ,99 Hallowell Dr ,15239 ,10/01/1985 ,NEW WELL ,40.48889 ,-79.71722 ,ROY L SMITH ,LUTZ  ,WITHDRAWAL ,STOCK ,100 ,0 ,17 ,6 ,12 ,False ,8 ,17 ,95 ,6 ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229861") ,12FT=BRNCL;15FT=BRNSS;18FT=BRNSH;20=LTGRNSL;25=FLINT RCK ,
51359 ,ALLEGHENY ,INDIANA TWP. , ,CEDAR RIDGE ROAD , ,10/01/1985 ,NEW WELL ,0 ,0 ,THOMAS WELL DRILLING ,SCHREIBER M ,WITHDRAWAL ,DOMESTIC ,170 ,0 ,20 ,6 , ,False ,5 , , , ,ESTIMATED , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229474") , ,
51252 ,ALLEGHENY ,FINDLAY TWP. , ,STARY AVE , ,10/01/1985 ,NEW WELL ,0 ,0 , BERNARD SWOGGER DRILLING ,BISHOP  ,WITHDRAWAL ,DOMESTIC ,145 ,0 ,24 ,6 ,22 ,False ,5 ,84 ,145 ,60 ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229401") , ,
51221 ,ALLEGHENY ,FAWN TWP. ,FREEPORT ,Shady Oak Lane Bus Garage ,15065 ,10/01/1985 ,NEW WELL ,40.65934 ,-79.72351 ,RICHARD E MCCORMICK ,ROLGNICK  ,WITHDRAWAL ,DOMESTIC ,210 ,0 ,24 ,6 , ,False ,7 ,145 ,200 ,0.5 ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229359") ,CAS MAT--PLASTIC ,
51660 ,ALLEGHENY ,ROBINSON TWP. , , , ,10/01/1985 ,NEW WELL ,0 ,0 , MILLER DRILLING ,REICHEL J ,WITHDRAWAL ,DOMESTIC ,270 ,0 ,22 ,6 ,18 ,False , ,172 ,270 ,4 ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229534") ,CAS.MAT=PLST;20GPH;50=GRYSL;53=RDCL;111=GRYSL;115=SS;129=SL ,
51336 ,ALLEGHENY ,HAMPTON TWP. , ,2684 WICKLINE ROAD GIBSONIA ,15044 ,10/01/1985 ,NEW WELL ,0 ,0 , REEG & KLEIN BROS ,KULBACKI  ,WITHDRAWAL ,DOMESTIC ,175 ,0 , ,5 , ,False ,0.4 ,138 ,175 , ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229489") ,THIS WAS A PREVIOUSLY DRILLED WELL WHICH WAS DRILLED DEEPER. ,
51545 ,ALLEGHENY ,PINE TWP. , , , ,10/01/1984 ,NEW WELL , , ,SNYDER ROBERT ,SIKORA R ,WITHDRAWAL ,DOMESTIC ,105 ,0 ,21 ,6 ,40 ,False ,5 ,45 ,35 ,0.5 ,BAILER , ,UNKNOWN , , ,
51574 ,ALLEGHENY ,RICHLAND TWP. , ,CLENDENNING ROAD , ,10/01/1984 ,NEW WELL ,0 ,0 ,THOMAS WELL DRILLING ,GOESSLING ,WITHDRAWAL ,DOMESTIC ,155 ,0 ,21 ,6 ,18 ,False ,4 , , , ,ESTIMATED , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229926") ,RT 910 OFF RT 8 TO CLENDENNING ROAD. ,
51456 ,ALLEGHENY ,MOON TWP. , , , ,10/01/1984 ,NEW WELL ,0 ,0 , BERNARD SWOGGER DRILLING ,PITRAK  ,WITHDRAWAL ,DOMESTIC ,200 ,0 ,44 ,6 ,42 ,False ,2.5 ,105 ,200 ,1 ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229725") ,LINED; GPM=150 GPH ,
51577 ,ALLEGHENY ,RICHLAND TWP. , ,RIDGE ROAD RD1 VALENCIA ,16059 ,10/01/1984 ,NEW WELL ,0 ,0 , REEG & KLEIN BROS ,FROHNERATH ,WITHDRAWAL ,DOMESTIC ,205 ,0 , ,4 , ,False ,9 ,85 ,85 ,60 ,BAILER , , , ,DRILLED DEEPER ,
51506 ,ALLEGHENY ,NORTH FAYETTE TWP. , ,Valley Rd. ,15057 ,10/01/1983 ,NEW WELL ,0 ,0 ,NIMPFER DRILLING ,RUNTAS  ,WITHDRAWAL ,DOMESTIC ,205 ,0 ,43 ,6 ,35 ,False , ,95 ,95 ,2 ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229797") ,ROCK TYPE = LOAM; GPM=RIVER ,
51333 ,ALLEGHENY ,HAMPTON TWP. ,GLENSHAW ,GEORGEANN DRIVE GIBSONIA , ,10/01/1983 ,NEW WELL ,40.61917 ,-79.94056 , REEG & KLEIN BROS ,INKS  ,WITHDRAWAL ,DOMESTIC ,250 ,0 , ,6 , ,False ,0.4 ,140 ,250 ,60 , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229485") ,DRILLER'S RECORD INDICATED THAT A PREVIOUSLY DRILLED WELL CAVED IN AT 84 FT DEPTH.  THIS WELL WAS DRILLED DEEPER. ,
51241 ,ALLEGHENY ,FINDLAY TWP. ,CLINTON ,OFF RT 39 , ,10/01/1983 ,NEW WELL ,40.48139 ,-80.31972 , BROWN WELL DRILLING ,SOLOMAN  ,WITHDRAWAL ,DOMESTIC ,144 ,0 ,30 ,6 ,6 ,False ,75 ,70 ,144 ,60 , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229394") ,THE LITHOLOGIC LOG IS CONTINUED ON A SECOND PAGE BUT ONLY THE FIRST IMAGE WAS ABLE TO BE ATTACHED TO THIS RECORD.  CONTACT THE PA GEO SURVEY TO OBTAIN THE SECOND PAGE.  FULL LITHO LOG HAS BEEN TRANSCRIBED TO PAGWIS DB. ,
51131 ,ALLEGHENY ,PLUM BORO , , , ,10/01/1982 ,NEW WELL ,0 ,0 ,ROY L SMITH ,RUPERT  ,WITHDRAWAL ,DOMESTIC ,128 ,0 , ,5 , ,False ,0.01 , , , ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229866") ,12GAL IN 18HRS;120-128=RED SHALE SUPER HARD ,
648843 ,ALLEGHENY ,MOON TWP. , , , ,10/01/1982 ,NEW WELL ,0 ,0 , BERNARD SWOGGER DRILLING ,Moon Auto Body ,WITHDRAWAL ,DOMESTIC ,100 , , , ,24 ,False ,10 ,30 ,100 ,60 , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229735") , ,
648869 ,ALLEGHENY ,NORTH FAYETTE TWP. , , , ,10/01/1982 ,NEW WELL ,0 ,0 ,NIMPFER DRILLING ,Zeno ,WITHDRAWAL ,DOMESTIC ,100 , , , ,18 ,False , ,26 ,26 , ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229828") ,GPM-river ,
648844 ,ALLEGHENY ,MOON TWP. , , , ,10/01/1982 ,NEW WELL ,0 ,0 , BERNARD SWOGGER DRILLING ,Moon Auto Body ,WITHDRAWAL ,DOMESTIC ,185 , , , ,18 ,False ,0 , , , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229736") , ,
51131 ,ALLEGHENY ,PLUM BORO , , , ,10/01/1982 ,NEW WELL ,0 ,0 ,ROY L SMITH ,RUPERT  ,WITHDRAWAL ,DOMESTIC ,128 ,0 , ,5 , ,False ,0.01 , , , ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229865") ,12GAL IN 18HRS;120-128=RED SHALE SUPER HARD ,
51283 ,ALLEGHENY ,FRANKLIN PARK BORO ,EMSWORTH , , ,10/01/1981 ,NEW WELL ,40.60833 ,-80.11194 , MEINERT WELL DRILLING INC. ,BATTIST  ,WITHDRAWAL ,DOMESTIC ,130 ,0 ,23 ,6 ,15 ,False ,1 ,70 ,130 ,1 ,BAILER , , , , ,
51533 ,ALLEGHENY ,PINE TWP. ,EMSWORTH , , ,10/01/1980 ,NEW WELL ,40.62417 ,-80.03889 , WILLIAM T MARTIN WELL DRILLING INC ,HENSCHELL  ,WITHDRAWAL ,DOMESTIC ,161 ,0 ,21 , ,21 ,False ,7 , , , , , , , , ,
648370 ,ALLEGHENY ,UNKNOWN , ,CLINTON , ,10/01/1980 ,NEW WELL ,0 ,0 , WRIGHT'S WELL SERVICE ,McMICHAELS ,WITHDRAWAL ,DOMESTIC ,100 , , , ,20 ,False ,3 , ,95 ,60 , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229435") ,DATE DRILLED UNCERTAIN.  DATE RECEIVED ON BACK OF CARD IS 10-9-1980 SO A DATE OF 10-1-1980 WAS USED FOR PURPOSES OF DATABASE ENTRY. ,
51411 ,ALLEGHENY ,MCCANDLESS TWP. ,EMSWORTH ,10040 Hilltop Dr. , ,10/01/1980 ,NEW WELL ,40.59639 ,-80.0025 ,EDWIN CUNNINGHAM ,SCHUSTER  ,WITHDRAWAL ,DOMESTIC ,255 ,0 ,21 ,6 ,18 ,False ,1 ,50 , , ,ESTIMATED , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM231404") , ,
648846 ,ALLEGHENY ,MOON TWP. , , , ,10/01/1979 ,NEW WELL ,0 ,0 , MEINERT WELL DRILLING INC. ,Beaver Valley Build. Supply ,WITHDRAWAL ,DOMESTIC ,200 , , , ,62 ,False ,7 ,55 ,200 ,180 ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229738") , ,
648877 ,ALLEGHENY ,NEVILLE TWP. ,EMSWORTH ,PO Box 1346 ,15236 ,10/01/1979 ,NEW WELL ,0 ,0 , PENNSYLVANIA DRILLING COMPANY ,Calgon Corp. ,WITHDRAWAL ,DOMESTIC ,71 , , , ,71 ,False ,350 ,42 ,45.6 ,1440 ,CURRENT METER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229849") , ,
52845 ,ALLEGHENY ,FINDLAY TWP. ,BADEN , , ,10/01/1979 ,NEW WELL ,40.53667 ,-80.27333 ,WATER WELL DRILLERS LICENSING--TOPO GEO ,CHALUPIAK M ,WITHDRAWAL ,DOMESTIC ,155 ,0 ,155 ,6 ,70 ,False ,4 ,54 ,77 ,1 , , ,CONEMAUGH GROUP , , ,
51451 ,ALLEGHENY ,MOON TWP. ,AMBRIDGE ,519 Thorn Run Rd. , ,10/01/1979 ,NEW WELL ,40.52115 ,-80.18344 , MILLER DRILLING ,ERITANO J. ,WITHDRAWAL ,DOMESTIC ,200 ,0 ,46 ,6 ,42 ,False ,2.75 ,110 ,200 ,120 ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM250722") ,160'LINER ,
648990 ,ALLEGHENY ,WEST DEER TWP. ,VALENCIA ,Kyle Rd. off Culmerville Rd , ,10/01/1978 ,NEW WELL ,0 ,0 ,JEFFREY L RINDFUSS ,Roth ,WITHDRAWAL ,DOMESTIC ,330 , , , ,20 ,False ,0.5 ,127 , ,30 , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM230025") , ,
648183 ,ALLEGHENY ,BELL ACRES BORO , ,OFF WILLOW RIDGE ROAD SEWICKLEY PA , ,10/01/1978 ,NEW WELL ,0 ,0 , MEINERT WELL DRILLING INC. ,MEYERS ,WITHDRAWAL ,DOMESTIC ,185 ,0 ,21 ,6 ,18 ,False ,20 ,150 ,150 ,60 ,BAILER , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229300") , ,
648660 ,ALLEGHENY ,PITTSBURGH ,PITTSBURGH EAST ,2nd Ave. ,15219 ,10/01/1978 ,NEW WELL ,40.43544 ,-79.97711 , MEINERT WELL DRILLING INC. ,BVBS ,WITHDRAWAL ,INDUSTRIAL COOLING ,75 , , , ,49 ,False ,100 ,15 ,30 , , , , ,=HYPERLINK("http://www.iframeapps.dcnr.state.pa.us/topogeo/PaGWIS_search/DisplayReportImage.aspx?id=IM229697") , ,
